Year,Trade openness (share of exports and imports in GDP)
2004,128.381248885213
2005,127.047804065774
2006,141.158007498661
2007,137.229481181809
2008,111.749723270156
2009,85.9735021645232
2010,85.7991087509967
2011,91.8526425704414
2012,91.097002192843
2013,82.9958914757375
2014,69.7697263115426
2015,52.5880678473084
2016,56.0429595936791
2017,56.6309789941072
2018,57.6621841140908
2019,55.8956704811024
1960,33.7491066017019
1961,31.1518236281057
1962,29.0994980470415
1963,30.5735966570543
1964,28.0940862732071
1965,28.0374523530756
1966,29.4740575084892
1967,28.4069893879558
1968,27.6511495433616
1969,26.8461777909784
1970,27.8509928345246
1971,30.1361040885263
1972,28.8609889714308
1973,27.3734553639153
1974,29.3886257956892
1975,25.723534918291
1976,25.3648408338037
1977,23.436265024865
1978,24.0039255245016
1979,22.2899850949437
1980,21.3974548248185
1981,17.9571037428628
1982,12.4947306161701
1983,10.7323313496967
1984,12.0790174649372
1985,12.677901365787
1986,18.5905945925576
1987,27.1852385083401
1988,26.1310588799799
1989,25.5002803807062
1990,28.538730355605
1991,26.6055629928256
1992,32.4693521142688
1993,37.2076392250488
1994,43.7114368964176
1995,45.061969254682
1996,35.7759612480057
1997,28.9150758476009
1998,28.2822471960078
1999,27.1646585327809
2000,25.9118915871986
2001,29.8552137416911
2002,29.3054564007547
2003,32.2841938511651
2004,35.5588399135596
2005,39.1999695084325
2006,42.1378771069084
2007,50.5032540615543
2008,49.3538337023612
2009,43.6546133447236
2010,47.853269534577
2011,56.642164591348
2012,54.3695880099198
2013,48.6306153507342
2014,45.3560221042469
2015,40.7576802818821
2016,35.4204700250034
2017,32.2659778935851
2018,32.7512329278899
2019,32.9591225617659
1950,39.1571681485708
1951,43.8393068381258
1952,34.7084230751612
1953,34.2492461263128
1954,33.6628057227366
1955,37.1398589815263
1956,34.9318785900177
1957,33.4030866965798
1958,29.0889815507113
1959,30.5737170865203
1960,30.4456500914999
1961,31.3493133498283
1962,32.2062644069328
1963,34.0268409695903
1964,35.8122548982709
1965,32.803078092431
1966,33.4164829930178
1967,38.1268332135691
1968,37.9716583119984
1969,35.5516488717119
1970,33.1953635177174
1971,33.5698680965347
1972,36.0544532996677
1973,37.2794429821226
1974,43.9332155465976
1975,39.8795955107609
1976,41.4204202634971
1977,43.7371317959261
1978,42.4454870983569
1979,50.0470240710225
1980,52.8782426278707
1981,52.3830286690849
1982,46.1420201309197
1983,45.9963386342823
1984,46.6537330389113
1985,47.7039100800432
1986,47.7072804883967
1987,55.528991952681
1988,65.4170881964595
1989,70.2341575050236
1990,73.5043638667102
1991,76.6894077072204
1992,75.8458915278129
1993,77.7461171174097
1994,81.2489529938278
1995,89.7561749368245
1996,84.2741479979753
1997,95.0517906464755
1998,100.240473732828
1999,100.706288704433
2000,121.297955351472
2001,120.267966273533
2002,114.969743021067
2003,116.692819704865
2004,127.411895983481
2005,137.853817490593
2006,134.086910210606
2007,129.873220407031
2008,140.437001239012
2009,119.269445546506
2010,127.250557958991
2011,139.675394871471
2012,138.4791343512
2013,133.407292933831
2014,131.785500301845
2015,125.924390381085
2016,122.029157991556
2017,122.524554977139
2018,123.306881651774
2019,112.507978248712
1990,166.692072486221
1991,166.692073150525
1992,166.692072900422
1993,166.692072711324
1994,166.918407412177
1995,167.669036906987
1996,168.892498311348
1997,170.544171359425
1998,172.585431654262
1999,174.982905613932
2000,175.545587014887
2001,166.693080079573
2002,180.391400197092
2003,122.322154441465
2004,107.349284993433
2005,74.6797091347012
2006,98.8753494667072
2007,128.76130991523
2008,135.257521402063
2009,157.698805768105
2010,134.413164720028
2011,139.135885809615
2012,129.927277541024
2013,79.6442749678464
2014,82.7476790454392
2015,59.9236704359394
2016,59.9417500060693
2017,56.8627366558211
2018,63.4203931426672
2019,83.6899321632047
1960,44.9209213177831
1961,51.1291042605425
1962,47.333378650159
1963,39.1011774912908
1964,52.6337686239935
1965,47.0766147769718
1966,52.9808190899947
1967,48.9662831359164
1968,53.7957321803909
1969,60.0053658197494
1970,71.0919552511672
1971,70.0902546411059
1972,63.6308787664292
1973,56.1566304897188
1974,79.6484174062869
1975,85.9785818757885
1976,86.3365274616974
1977,84.1990910051867
1978,102.506239633173
1979,107.974630934757
1980,108.357904094919
1981,112.371003683372
1982,112.827952286064
1983,97.4784732420258
1984,122.08625125111
1985,123.434505671701
1986,98.3295535066372
1987,90.9822892346126
1988,87.3428008670761
1989,82.0171275419776
1990,73.0825554821031
1991,72.7214024989956
1992,60.7280515139736
1993,52.2484514346903
1994,70.3898741387971
1995,68.0099036665357
1996,72.6605677600071
1997,65.0715180826866
1998,68.1718860837825
1999,61.3073623173881
2000,68.6660318077529
2001,72.6030501025113
2002,72.8769323937738
2003,78.2179323340136
2004,81.7168437127658
2005,86.77530132651
2006,87.0059941653751
2007,85.8807485153984
2008,84.6488707196632
2009,85.7607678624352
2010,91.2062493001656
2011,103.145266990822
2012,95.0690430187658
2013,97.9482129964953
2014,80.76923702878
2015,74.0244681024657
2016,66.8805686246478
2017,58.1356127547209
2018,57.117730657697
2019,56.5111799064357
1970,99.0552527674925
1971,98.2113182052646
1972,101.783483103289
1973,97.1709475035621
1974,95.6795170592311
1975,112.499997691023
1976,83.3333317815006
1977,91.2052112661323
1978,96.164383982306
1979,95.9899741316431
1980,86.5784494553058
1981,76.6566268061693
1982,72.1455459295404
1983,75.5504054488188
1984,89.5630441717619
1985,102.359356802861
1986,95.5881633228523
1987,95.5322925182072
1988,89.4857437667149
1989,87.9089921844199
1990,96.9839440648999
1991,83.161272239833
1992,73.2564935493928
1993,65.3035348766048
1994,62.9597710739176
1995,71.1192722256517
1996,77.8333647934523
1997,71.8502045186489
1998,78.2916238676931
1999,60.7775162934402
2000,61.508250862168
2001,62.4065545157425
2002,73.8374026613812
2003,73.2160527755078
2004,73.9802642148888
2005,76.2139098386006
2006,66.3554422486477
2007,68.2301233017975
2008,72.6568659691362
2009,74.349560110311
2010,70.8083186058609
2011,78.7838084047867
2012,78.0414867984591
2013,82.9404770042181
2014,74.9207171990689
2015,81.4513997215568
2016,84.9476488425032
2017,87.9674720359398
2018,87.540671488985
2019,87.1156732690332
1950,173.141143426748
1951,168.152053094544
1952,167.527955269448
1953,153.318467746648
1954,150.031242686887
1955,145.641437810278
1956,135.815241243135
1957,138.267858709804
1958,140.915056004175
1959,136.107675960267
1960,141.16864891637
1961,155.81432614696
1962,151.255966387143
1963,144.406789813101
1964,153.094415040572
1965,157.458298804583
1966,87.4649448207726
1967,83.9633329901324
1968,85.490910228347
1969,93.1666051892759
1970,95.2982058968626
1971,102.588338868663
1972,97.2436633017974
1973,92.933931273093
1974,99.2708292789728
1975,98.7696317332937
1976,107.662766612551
1977,97.039426008476
1978,94.3313580212088
1979,95.0624049622009
1980,100.464072301767
1981,89.1214197251062
1982,85.677422341941
1983,81.4490565211279
1984,74.4717376994816
1985,68.6712948241628
1986,83.4745789856977
1987,74.8931050952771
1988,82.2038331795383
1989,86.9898442510608
1990,82.5657029931711
1991,82.9767882227668
1992,76.2097371747412
1993,82.9216861532532
1994,79.2163155907425
1995,92.906755839337
1996,92.3207008910939
1997,110.697122224638
1998,102.130850969172
1999,94.0804558760246
2000,104.441338678245
2001,99.7877585360373
2002,94.8916265772805
2003,89.3817955044303
2004,93.7300174053385
2005,104.732426198629
2006,118.571798161523
2007,105.096146147183
2008,108.520434716392
2009,88.5138426520887
2010,84.2025603674883
2011,113.181668906526
2012,114.289760912124
2013,112.900317531477
2014,97.8710615162881
2015,91.6999822204012
2016,85.5944559031802
2017,88.8469793102539
2018,86.0613296227295
2019,71.5394517033334
1960,47.4326462346356
1961,44.0515316741572
1962,42.7950073043705
1963,38.6874747429918
1964,41.9668964570038
1965,44.79277369664
1966,45.2428354051628
1967,45.905386328171
1968,40.330658915134
1969,43.0394895139871
1970,43.3778321588889
1971,44.928384265435
1972,46.3795596901126
1973,48.8317907081173
1974,62.9562480644816
1975,59.834128988408
1976,59.1490792614743
1977,62.1101433031746
1978,64.0135171525095
1979,74.2099259251112
1980,77.9566425143684
1981,81.5927085396027
1982,75.457194493657
1983,71.0976066941891
1984,71.0541846986625
1985,62.4628211566344
1986,59.9946423492222
1987,63.1038672443311
1988,73.952414539685
1989,84.9186863953169
1990,84.2297214130472
1991,76.6554068606076
1992,76.9292705265166
1993,79.0891869808347
1994,83.0127356490537
1995,83.827089124089
1996,76.9031299004572
1997,80.4993805048195
1998,79.9791468692276
1999,77.9048317459001
2000,82.639110670191
2001,89.5522011944661
2002,85.3421759692656
2003,82.390340709916
2004,86.9253446966284
2005,90.2512478803945
2006,93.9409304094309
2007,104.059400976647
2008,114.343660218695
2009,93.0168787876722
2010,104.149109104029
2011,104.529074833856
2012,106.53101637935
2013,103.449877382289
2014,100.826050562224
2015,91.0146748345716
2016,90.7803347308294
2017,100.003842227744
2018,109.947061076592
2019,100.243746011033
1950,18.2650048001149
1951,19.3904062226391
1952,21.3013659025958
1953,19.2110802808379
1954,16.7741310908399
1955,13.6363498293011
1956,10.3400868892222
1957,8.03111360441646
1958,5.50019058167922
1959,8.2898255965442
1960,11.6320744682768
1961,11.8764211013904
1962,12.6263054309305
1963,13.030657875354
1964,11.1918327491295
1965,10.9613993360796
1966,11.3094467324637
1967,10.064179379723
1968,10.0115131304069
1969,9.49741940665515
1970,8.09859154929578
1971,9.68660968660969
1972,10.7142857142857
1973,11.7424242424242
1974,12.7094972067039
1975,12.2844827586207
1976,12.1930567315834
1977,10.5298013245033
1978,9.03024911032028
1979,8.09572301425662
1980,12.9197890646683
1981,16.0418963616318
1982,20.6517227065172
1983,22.5505037323172
1984,27.4461274461274
1985,27.0771712826028
1986,22.9230025864764
1987,25.7820393254061
1988,28.2464231346092
1989,26.3264784774556
1990,23.6964820297076
1991,23.5115961863684
1992,24.4815484631686
1993,25.2844290870359
1994,32.5470058846489
1995,34.1035892638352
1996,37.9625797606382
1997,42.353931240733
1998,40.3954106417846
1999,37.6649224435153
2000,42.3544369223894
2001,49.8714751587547
2002,47.9823939957546
2003,46.2250978470706
2004,48.8258380998184
2005,46.1423571605946
2006,48.762871058435
2007,47.8508168055949
2008,50.5482539402068
2009,46.7870669579775
2010,46.6944652171782
2011,53.3041756745596
2012,52.8308026470592
2013,52.5272987917262
2014,53.7663011730041
2015,51.0885435987673
2016,48.3281862265374
2017,55.7621687343479
2018,62.547406765548
2019,62.6828637138937
1990,218.618421052639
1991,217.653061224488
1992,203.654375
1993,95.481133958874
1994,288.899472441767
1995,287.433516756538
1996,212.805669529761
1997,133.652957304144
1998,103.467885324621
1999,139.634333865178
2000,179.653093808484
2001,162.474329759017
2002,122.455737260149
2003,118.920134329866
2004,121.184184502845
2005,112.811748699659
2006,108.021812314317
2007,114.092740053777
2008,104.433883161512
2009,119.83544809151
2010,120.790513191013
2011,118.227385824881
2012,117.651054199736
2013,118.889651071943
2014,118.256030365838
2015,118.265578546306
2016,118.470419993997
2017,118.330676301804
2018,118.355558281062
2019,118.385551525691
1970,130.65158808573
1971,130.655509828011
1972,130.65487903324
1973,130.647268375406
1974,130.643111968412
1975,130.657194390909
1976,130.675077830411
1977,130.651748111297
1978,130.609187531041
1979,130.622364457713
1980,130.727581393514
1981,130.764510997501
1982,130.535103998224
1983,130.396381578053
1984,130.688260335733
1985,131.253633818333
1986,130.949162055748
1987,129.388089799265
1988,129.702766251611
1989,132.147655792047
1990,134.080503800909
1991,129.426790180581
1992,121.582733856093
1993,131.276150666606
1994,144.37209325426
1995,143.744752096105
1996,106.158220727509
1997,109.835021339561
1998,108.591097130231
1999,119.493532804247
2000,129.359719242099
2001,122.405675999175
2002,122.278245253678
2003,115.735884615937
2004,118.548273366224
2005,126.631015585878
2006,145.491675588749
2007,152.567504502038
2008,161.062867688527
2009,134.915062706223
2010,132.217401283128
2011,131.733086510922
2012,136.316188840314
2013,132.629618360181
2014,133.559631222526
2015,134.168479412358
2016,133.452576395951
2017,133.726895742246
2018,133.782650514742
2019,133.654040854504
1970,85.6192143544447
1971,85.5988967041303
1972,85.6339636385113
1973,85.6347370560481
1974,85.5226452424176
1975,85.7057021705721
1976,85.4974175797654
1977,85.8094358407356
1978,85.6385091230441
1979,84.962197514423
1980,86.6209366075801
1981,84.4559746897055
1982,87.369667738478
1983,84.7837655016911
1984,81.5806347281181
1985,94.9145808502185
1986,73.63107984093
1987,101.938291139241
1988,71.8542358803987
1989,65.5650833413624
1990,57.9654991816694
1991,59.4360872235872
1992,54.191167192429
1993,69.0884708220929
1994,68.3097242658819
1995,71.7628056465843
1996,79.7452175438157
1997,59.6557368875889
1998,68.6984286758194
1999,53.6775833497177
2000,61.2036074108703
2001,89.4570541801453
2002,95.6478847017673
2003,124.935937114207
2004,103.346958225555
2005,107.976926454235
2006,122.115387588416
2007,107.164177079644
2008,148.055555951585
2009,130.924853247759
2010,145.821325395816
2011,149.343833358654
2012,136.883119413364
2013,133.225206835017
2014,127.100308811857
2015,182.557154406958
2016,121.170671804986
2017,127.22646414354
2018,143.6514292994
2019,130.682855008911
1950,139.193481500931
1951,165.746208790063
1952,155.329324281116
1953,162.905075862388
1954,153.463910593907
1955,161.610199480861
1956,154.861598831335
1957,156.776952919509
1958,157.61475581126
1959,149.446220852385
1960,152.604653852774
1961,149.037676223499
1962,146.650144341985
1963,162.226417934358
1964,160.786005561863
1965,164.019045763278
1966,169.019748931042
1967,161.138376961801
1968,150.574261635992
1969,134.572519345694
1970,80.0767419787213
1971,85.6713333602905
1972,66.6125111250807
1973,52.9123161238885
1974,54.272693167584
1975,37.2191102160372
1976,37.872773748111
1977,33.7024018700438
1978,19.5141407049602
1979,23.7297466206
1980,23.5476620848858
1981,18.4899862707701
1982,21.3397482341596
1983,18.8477348962043
1984,22.6821053399058
1985,18.7977119069634
1986,23.7814251939415
1987,22.6093370917638
1988,19.4400161708753
1989,20.3752484981989
1990,21.1364680550565
1991,24.5970434614784
1992,21.3678982275612
1993,21.7379714992871
1994,25.6163973485872
1995,26.0706743223562
1996,34.6819415047115
1997,26.2769849913525
1998,29.1168713244202
1999,29.5875608802886
2000,29.5335753279752
2001,30.6281573189806
2002,31.0505338989618
2003,32.3634522890333
2004,33.5138907238516
2005,35.9791215060805
2006,39.1553473740131
2007,43.3619258968652
2008,45.8015142665957
2009,44.9201183755639
2010,49.070946013782
2011,54.6888780249732
2012,51.7615355142734
2013,49.8147573237374
2014,45.1152111231549
2015,49.7616021034966
2016,42.9124066240986
2017,44.5408020032779
2018,47.6902688996205
2019,44.6825224119216
1990,54.4082522639532
1991,48.3508482752039
1992,44.3899345895171
1993,50.2778890787763
1994,71.4008281007749
1995,93.8854388554759
1996,90.6284062792396
1997,81.3438974759993
1998,83.0900121742068
1999,99.6036479085272
2000,115.735714934593
2001,99.9261276192731
2002,95.994669810112
2003,102.590182257396
2004,109.981708544962
2005,94.6475701087848
2006,89.181052639031
2007,88.0465606718626
2008,94.1718921417534
2009,87.4761626200317
2010,98.1400774172508
2011,106.241812443317
2012,104.093063917549
2013,95.1496657789596
2014,100.691782483624
2015,107.806616298156
2016,105.521204913122
2017,103.71784138917
2018,99.1189958085669
2019,90.1737901314459
1970,76.0346683377536
1971,74.3423354792039
1972,81.2563395948148
1973,76.3169258145896
1974,79.5405836763396
1975,68.7171571451071
1976,65.8806711405108
1977,64.1420612254276
1978,67.5840569808741
1979,70.9135775920033
1980,74.3607541036149
1981,66.8365098242016
1982,63.4108636375105
1983,59.8881010071265
1984,58.4037906824347
1985,57.8474581427887
1986,53.8324876790474
1987,59.7451042987267
1988,62.3019465854809
1989,66.5361028252045
1990,68.6834393454869
1991,73.5392570442647
1992,78.5335826225573
1993,87.3568756910109
1994,86.5300259645311
1995,82.9611662606201
1996,95.4726440926629
1997,98.027182829068
